Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor
S ;PR;Pinhais;F;entre 21 a 30 anos;2015;1;16/01/2015;26/01/2015;26/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Loja física;S;S;Finalizada avaliada;Resolvida;5
NE;PE;Jaboatão dos Guararapes;M;entre 31 a 40 anos;2015;1;16/01/2015;26/01/2015;28/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Internet;S;S;Finalizada avaliada;Não Resolvida;5
SE;SP;São Paulo;F;entre 41 a 50 anos;2015;1;16/01/2015;26/01/2015;27/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;3
SE;SP;Santo André;M;entre 21 a 30 anos;2015;1;15/01/2015;20/01/2015;23/01/2015;5;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada avaliada;Resolvida;2
S ;PR;Dois Vizinhos;M;entre 21 a 30 anos;2015;1;17/01/2015;19/01/2015;19/01/2015;2;HSBC;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Embu das Artes;M;entre 31 a 40 anos;2015;1;17/01/2015;21/01/2015;30/01/2015;4;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Microcomputador e laptops;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Internet;S;S;Finalizada avaliada;Não Resolvida;1
NE;BA;Salvador;M;entre 31 a 40 anos;2015;1;17/01/2015;27/01/2015;31/01/2015;10;Insinuante;Varejo;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2015;1;16/01/2015;20/01/2015;26/01/2015;4;Magazineluiza.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado e aquecedor;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;4
S ;RS;Santa Maria;F;entre 31 a 40 anos;2015;1;16/01/2015;21/01/2015;21/01/2015;5;BV Financeira;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Loja física;S;S;Finalizada avaliada;Resolvida;3
S ;RS;Porto Alegre;M;entre 41 a 50 anos;2015;1;21/01/2015;22/01/2015;25/01/2015;1;Centauro;Artigos Esportivos;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Loja física;S;S;Finalizada avaliada;Resolvida;5
N ;AM;Manaus;F;entre 31 a 40 anos;2015;1;26/01/2015;30/01/2015;30/01/2015;4;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Não comprei / contratei;N;S;Finalizada avaliada;Resolvida;5
S ;PR;Guaratuba;M;entre 31 a 40 anos;2015;1;15/01/2015;24/01/2015;24/01/2015;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Telefone;S;S;Finalizada avaliada;Resolvida;5
S ;RS;Porto Alegre;M;entre 31 a 40 anos;2015;1;15/01/2015;23/01/2015;30/01/2015;8;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Internet;S;S;Finalizada avaliada;Não Resolvida;3
SE;RJ;Barra Mansa;F;entre 61 a 70 anos;2015;1;16/01/2015;17/01/2015;22/01/2015;1;Americanas.com;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
N ;RR;Boa Vista;M;entre 31 a 40 anos;2015;1;22/01/2015;29/01/2015;30/01/2015;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Resolvida;4
CO;DF;Brasília;F;entre 21 a 30 anos;2015;1;22/01/2015;23/01/2015;26/01/2015;1;Decolar.com;Agências de Viagens;Turismo/Viagens;Pacote / excursão / agência de turismo;Cobrança / Contestação;Imposição de multa indevida / abusiva;Internet;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Fazenda Rio Grande;M;entre 31 a 40 anos;2015;1;17/01/2015;20/01/2015;20/01/2015;3;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Resolvida;4
NE;RN;Natal;M;entre 21 a 30 anos;2015;1;17/01/2015;27/01/2015;27/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
S ;SC;Blumenau;M;entre 31 a 40 anos;2015;1;16/01/2015;23/01/2015;26/01/2015;7;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Ganhei de presente;N;S;Finalizada avaliada;Não Resolvida;1
NE;CE;Fortaleza;F;entre 41 a 50 anos;2015;1;16/01/2015;26/01/2015;26/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada avaliada;Resolvida;3
SE;ES;Cariacica;M;até 20 anos;2015;1;20/01/2015;27/01/2015;27/01/2015;7;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;MG;Ubá;M;entre 31 a 40 anos;2015;1;22/01/2015;30/01/2015;30/01/2015;8;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
S ;SC;Florianópolis;M;entre 31 a 40 anos;2015;1;22/01/2015;23/01/2015;27/01/2015;1;Cardif Seguros e Garantias;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Serviços Financeiros;Demais Seguros (exceto habitacional);Contrato / Oferta;Negativa de cobertura / Demora injustificada ou Divergência na indenização;Loja física;S;S;Finalizada avaliada;Resolvida;2
NE;CE;Fortaleza;M;entre 21 a 30 anos;2015;1;18/01/2015;27/01/2015;27/01/2015;9;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;São Paulo;F;entre 31 a 40 anos;2015;1;18/01/2015;23/01/2015;30/01/2015;5;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;SP;São Paulo;M;entre 31 a 40 anos;2015;1;22/01/2015;30/01/2015;30/01/2015;8;Amil;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
S ;PR;Toledo;F;entre 41 a 50 anos;2015;1;22/01/2015;27/01/2015;27/01/2015;5;Magazine Luiza;Varejo;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Loja física;S;S;Finalizada avaliada;Resolvida;5
S ;RS;Passo Fundo;M;entre 31 a 40 anos;2015;1;18/01/2015;27/01/2015;28/01/2015;9;Banco Pan (Panamericano);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
S ;RS;Porto Alegre;F;entre 61 a 70 anos;2015;1;17/01/2015;27/01/2015;28/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;M;entre 21 a 30 anos;2015;1;17/01/2015;27/01/2015;27/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Não Resolvida;3
SE;SP;São Paulo;M;entre 21 a 30 anos;2015;1;17/01/2015;27/01/2015;27/01/2015;10;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Não Resolvida;2
SE;SP;São Paulo;M;entre 41 a 50 anos;2015;1;20/01/2015;28/01/2015;28/01/2015;8;Banco BMG;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Contrato / Oferta;Publicidade abusiva / ofensiva / discriminatória;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
NE;BA;Vitória da Conquista;M;entre 21 a 30 anos;2015;1;20/01/2015;28/01/2015;28/01/2015;8;Pontofrio.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Lavadora de roupa, louça e secadora;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Resolvida;3
SE;SP;Jundiaí;M;entre 21 a 30 anos;2015;1;17/01/2015;20/01/2015;20/01/2015;3;KaBuM!;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada avaliada;Resolvida;4
CO;DF;Brasília;F;entre 21 a 30 anos;2015;1;23/01/2015;30/01/2015;31/01/2015;7;Casas Bahia;Varejo;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Loja física;S;S;Finalizada avaliada;Resolvida;3
SE;SP;Porto Feliz;F;entre 31 a 40 anos;2015;1;15/01/2015;23/01/2015;23/01/2015;8;Magazineluiza.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada avaliada;Resolvida;5
SE;ES;Guarapari;M;entre 31 a 40 anos;2015;1;15/01/2015;22/01/2015;22/01/2015;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
N ;AC;Rio Branco;M;entre 61 a 70 anos;2015;1;22/01/2015;26/01/2015;26/01/2015;4;Tam;Transporte Aéreo;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Contrato / Oferta;Dificuldade para alterar ou cancelar o contrato /serviço;Internet;S;S;Finalizada avaliada;Resolvida;5
S ;PR;Curitiba;M;entre 31 a 40 anos;2015;1;19/01/2015;29/01/2015;29/01/2015;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Negativação indevida referente a cobrança não reconhecida;Loja física;S;S;Finalizada avaliada;Não Resolvida;4
SE;MG;Juiz de Fora;M;entre 41 a 50 anos;2015;1;19/01/2015;22/01/2015;23/01/2015;3;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Telefone;N;S;Finalizada avaliada;Não Resolvida;3
S ;RS;Porto Alegre;F;entre 31 a 40 anos;2015;1;23/01/2015;26/01/2015;29/01/2015;3;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;M;entre 41 a 50 anos;2015;1;23/01/2015;30/01/2015;31/01/2015;7;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Telefone;S;S;Finalizada avaliada;Resolvida;3
S ;PR;Curitiba;M;entre 41 a 50 anos;2015;1;20/01/2015;22/01/2015;22/01/2015;2;Carrefour;Supermercados;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;ES;Vila Velha;M;entre 21 a 30 anos;2015;1;19/01/2015;29/01/2015;29/01/2015;10;Walmart.com;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Não Resolvida;1
S ;RS;Rio Grande;F;entre 41 a 50 anos;2015;1;19/01/2015;27/01/2015;30/01/2015;8;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Resolvida;4
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2015;1;19/01/2015;26/01/2015;27/01/2015;7;Magazineluiza.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
S ;SC;Florianópolis;F;entre 21 a 30 anos;2015;1;20/01/2015;30/01/2015;30/01/2015;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Cobrança adicional não informada previamente (frete, montagem, taxas);Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Santo André;M;entre 31 a 40 anos;2015;1;20/01/2015;22/01/2015;23/01/2015;2;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São José dos Campos;M;entre 21 a 30 anos;2015;1;20/01/2015;28/01/2015;28/01/2015;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Contrato / Oferta;Serviço indisponível para a região ou sem previsão;Telefone;S;S;Finalizada avaliada;Resolvida;5
S ;PR;Campo Magro;F;entre 21 a 30 anos;2015;1;19/01/2015;29/01/2015;30/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Domicílio;S;S;Finalizada avaliada;Não Resolvida;1
SE;MG;Timóteo;M;entre 61 a 70 anos;2015;1;16/01/2015;26/01/2015;26/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada avaliada;Resolvida;3
